Puzzle Number,Description,Words,Color
229,BASEBALL EQUIPMENT,"BALL, BASE, BAT, GLOVE",#fbd400
229,HARD HIT,"BLOW, LICK, SOCK, STRIKE",#69e352
229,ORIGINAL MONOPOLY TOKENS,"BOOT, IRON, THIMBLE, TOP HAT",#5492ff
229,___ BUNNY,"BAD, BUGS, DUST, HONEY",#df7bea
230,HURT,"ACHE, BURN, SMART, STING",#fbd400
230,LOOK AFTER,"GUARD, MIND, TEND, WATCH",#69e352
230,SOUGHT AFTER IN “THE WIZARD OF OZ”,"BRAIN, COURAGE, HEART, HOME",#5492ff
230,SILENT “W”,"ANSWER, TWO, WRIST, WRONG",#df7bea
231,HIGHEST POINT,"CREST, PEAK, SUMMIT, VERTEX",#fbd400
231,“CAN I GET YOUR ___?” (PHONE INFO REQUEST),"CELL, CONTACT, DIGITS, NUMBER",#69e352
231,MODIFIERS MEANING “SMALL”,"BABY, MINI, POCKET, TOY",#5492ff
231,INSIDE A SCRABBLE BOX,"BAG, BOARD, RACKS, TILES",#df7bea
232,DO SOME MARKETING FOR,"PITCH, PLUG, PROMOTE, PUSH",#fbd400
232,ROMANTIC TWOSOME,"COUPLE, ITEM, PAIR, THING",#69e352
232,TENNIS SCORING TERMS,"AD, ALL, DEUCE, LOVE",#5492ff
232,WORDS WITH “FRUIT”,"BREAD, DRAGON, JACK, PASSION",#df7bea
233,HIT HARD,"BANG, HAMMER, POUND, SLAM",#fbd400
233,NEWSPAPER NAMES,"CHRONICLE, HERALD, REGISTER, SUN",#69e352
233,CRESCENT-SHAPED THINGS,"BANANA, CROISSANT, MOON, SICKLE",#5492ff
233,POWER-UPS IN SUPER MARIO WORLD,"FEATHER, FLOWER, MUSHROOM, STAR",#df7bea
234,MERRIMENT,"CHEER, FESTIVITY, GLEE, MIRTH",#fbd400
234,BOOKED FOR A WEDDING,"BAND, CATERER, FLORIST, OFFICIANT",#69e352
234,RHYMES,"CHOIR, FIRE, FRYER, LIAR",#5492ff
234,___ PIT,"BARBECUE, ORCHESTRA, SNAKE, TAR",#df7bea
235,MAKE SHORTER,"CLIP, CUT, PARE, TRIM",#fbd400
235,MUSCULAR,"BUILT, JACKED, RIPPED, SWOLE",#69e352
235,ENTHUSIAST,"BUFF, FAN, LOVER, NUT",#5492ff
235,WRINKLY THINGS,"BRAIN, PRUNE, PUG, WALNUT",#df7bea
236,TIME OFF,"BREAK, HOLIDAY, LEAVE, RECESS",#fbd400
236,FEATURES OF A BELT,"BUCKLE, HOLE, LOOP, STRAP",#69e352
236,HOMOPHONES,"HOLEY, HOLI, HOLY, WHOLLY",#5492ff
236,___WOOD,"DOG, DRIFT, HOLLY, SANDAL",#df7bea
237,COMMERCIAL ORGANIZATION,"AGENCY, COMPANY, ENTERPRISE, FIRM",#fbd400
237,FARM FIXTURES,"COOP, PEN, STABLE, STY",#69e352
237,CLASSIC DOG NAMES,"FLUFFY, REX, ROVER, SPOT",#5492ff
237,COLORS MINUS THEIR FIRST LETTERS,"INK, LACK, OLD, RANGE",#df7bea
238,DRINKS WITH CAFFEINE,"COCOA, COFFEE, MATE, TEA",#fbd400
238,UNEXCITING,"BORING, DULL, MUNDANE, VANILLA",#69e352
238,COMEDIAN’S PERFORMANCE,"ACT, BIT, ROUTINE, SET",#5492ff
238,MARTINI SPECIFICATIONS,"DIRTY, DRY, TWIST, UP",#df7bea
239,"""GIVE ME A BREAK!""","BROTHER, LORD, PLEASE, SHEESH",#fbd400
239,ECCLESIASTICAL TITLES,"BISHOP, CARDINAL, PASTOR, PRIOR",#69e352
239,ROCK & ROLL HALL OF FAME INDUCTEES,"HEART, MADONNA, PRINCE, QUEEN",#5492ff
239,CITY HOMOPHONES,"DELI, NIECE, ROAM, SOUL",#df7bea
240,"OSTENTATIOUS, AS AN OUTFIT","BRIGHT, FLASHY, GARISH, LOUD",#fbd400
240,EUPHEMISMS FOR FLATULENCE,"GAS, STINKER, TOOT, WIND",#69e352
240,KINDS OF BLOND,"DIRTY, HONEY, PLATINUM, STRAWBERRY",#5492ff
240,WHAT “O” MIGHT MEAN,"HUG, OF, OXYGEN, ZERO",#df7bea
241,SEA CREATURES,"CRAB, RAY, SPONGE, SQUID",#fbd400
241,BASIC TWO-DIMENSIONAL SHAPES,"CIRCLE, DIAMOND, SQUARE, TRIANGLE",#69e352
241,BOXING MANEUVERS,"BOB, CROSS, HOOK, WEAVE",#5492ff
241,FANCY ___,"FEAST, FREE, PANTS, THAT",#df7bea
242,ARCHERY EQUIPMENT,"ARROW, BOW, QUIVER, TARGET",#fbd400
242,CARD GAMES,"BRIDGE, GIN, SPIT, WAR",#69e352
242,WALLOP,"BELT, CLOCK, DECK, SLUG",#5492ff
242,CLASSIC TATTOOS,"ANCHOR, DRAGON, HEART, ROSE",#df7bea
243,MUSIC PLAYER BUTTONS,"REWIND, SHUFFLE, SKIP, STOP",#fbd400
243,BROADCAST,"AIR, RUN, SCREEN, SHOW",#69e352
243,THINGS YOU CAN DRAW,"BATH, CARD, CURTAIN, PICTURE",#5492ff
243,NUMBER ANAGRAMS,"EON, ETHER, NET, TOW",#df7bea
244,STOOL PIGEON,"CANARY, FINK, RAT, SNITCH",#fbd400
244,CRAM INTO A TIGHT SPACE,"JAM, PACK, SQUEEZE, STUFF",#69e352
244,YOGA POSES,"CAT, COW, MOUNTAIN, TRIANGLE",#5492ff
244,___FLY,"BUTTER, DRAGON, FIRE, HORSE",#df7bea
245,MONOTONOUS SOUNDS,"BUZZ, DRONE, HUM, PURR",#fbd400
245,BOATS,"BARGE, DORY, SCOW, SLOOP",#69e352
245,CAPTAINS,"AMERICA, HOOK, MORGAN, NEMO",#5492ff
245,PREFIXES WITH -CRACY,"AUTO, BUREAU, DEMO, PLUTO",#df7bea
246,BAD THINGS FOR A VIDEO CALL TO DO,"DROP, ECHO, FREEZE, LAG",#fbd400
246,COSTUMES WITH STRIPED SHIRTS,"MIME, PRISONER, REFEREE, SAILOR",#69e352
246,SEEN IN “ALADDIN”,"GENIE, MONKEY, PARROT, PRINCESS",#5492ff
246,MOVIES MINUS NUMBERS,"APOLLO, CANDLES, FANTASTIC, SAMURAI",#df7bea
247,"ENCOURAGE, WITH ""ON""","EGG, GOAD, SPUR, URGE",#fbd400
247,SPHERICAL FOODS,"JAWBREAKER, MEATBALL, MOZZARELLA, ORANGE",#69e352
247,GROCERY STORE AISLES,"DAIRY, FROZEN, PRODUCE, SNACK",#5492ff
247,GO ___,"BANANAS, FIGURE, FISH, STEADY",#df7bea
248,TOUCH LIGHTLY,"BRUSH, GRAZE, KISS, SKIM",#fbd400
248,KINDS OF NUMBERS,"ODD, PERFECT, PRIME, WHOLE",#69e352
248,SAUCES IN CHINESE CUISINE,"OYSTER, PLUM, SOY, XO",#5492ff
248,BEAR ___,"CLAW, FRUIT, HUG, WITNESS",#df7bea
249,FOLLOW ATTENTIVELY,"MONITOR, SURVEY, TRACK, WATCH",#fbd400
249,WHERE YOU MIGHT FIND SAND,"BEACH, DESERT, HOURGLASS, PLAYGROUND",#69e352
249,OVEN BUTTONS,"BAKE, BROIL, LIGHT, TIMER",#5492ff
249,BRITPOP BANDS,"BLUR, OASIS, PULP, SUEDE",#df7bea
250,COMFY SHOES,"CROC, LOAFER, MOCCASIN, SLIPPER",#fbd400
250,THINGS MADE WITH FEATHERS,"BOA, HEADDRESS, PILLOW, SHUTTLECOCK",#69e352
250,PROGRAMMING LANGUAGES,"BASIC, JAVA, PYTHON, RUBY",#5492ff
250,THINGS THAT CAN STRIKE,"COBRA, INSPIRATION, LIGHTNING, UNION",#df7bea
251,BIT OF HAIR,"CURL, LOCK, RINGLET, TRESS",#fbd400
251,MEDIA ATTENTION,"COVERAGE, EXPOSURE, PRESS, PUBLICITY",#69e352
251,NOUN SUFFIXES,"DOM, ION, NESS, SHIP",#5492ff
251,___ CIRCUS,"FAMILY, FLEA, FLYING, MEDIA",#df7bea
252,EAT A LITTLE,"GRAZE, NIBBLE, PECK, SNACK",#fbd400
252,PURSUE,"HUNT, STALK, TRACK, TRAIL",#69e352
252,INGREDIENTS IN MINESTRONE,"BEANS, PASTA, STOCK, VEGETABLES",#5492ff
252,___CAST,"BROAD, FORE, POD, TYPE",#df7bea
253,USED IN BUILDING A FIRE,"KINDLING, LOG, MATCH, TINDER",#fbd400
253,MESS UP,"BLOW, BUMBLE, FLUFF, SPOIL",#69e352
253,WORKSHOP TOOLS,"DRILL, GRINDER, ROUTER, SAW",#5492ff
253,PARTS OF A DOOR,"FRAME, HANDLE, HINGE, LOCK",#df7bea
254,PARTY POOPER,"BORE, DRAG, DRIP, DUD",#fbd400
254,MUSICAL SECTIONS,"BRASS, RHYTHM, STRING, WIND",#69e352
254,BIT OF LIQUID,"BEAD, DROP, GLOB, TEAR",#5492ff
254,VEGETABLE HOMOPHONES,"BEAT, CHARRED, LEAK, PEE",#df7bea
255,PESTERS,"BADGERS, BUGS, HOUNDS, NAGS",#fbd400
255,TONY WINNERS FOR BEST MUSICAL,"ANNIE, CABARET, CATS, COMPANY",#69e352
255,THEY HAVE KEYS,"COMPUTER, PIANO, SUPER, TESTS",#5492ff
255,SCHOOL OF ___,"FISH, HARD KNOCKS, ROCK, THOUGHT",#df7bea
256,DOG SOUNDS,"BARK, GROWL, HOWL, WHINE",#fbd400
256,DEPARTMENT,"ARM, BRANCH, CHAPTER, WING",#69e352
256,ORIGIN,"CRADLE, FONT, ROOT, SOURCE",#5492ff
256,COLORS WITH THEIR FIRST LETTERS CHANGED,"CLUE, FROWN, MELLOW, PREEN",#df7bea
257,PROCESSION,"CARAVAN, FLEET, PARADE, TRAIN",#fbd400
257,SHADES OF GREEN,"FOREST, LIME, MINT, OLIVE",#69e352
257,WHAT “BLUE” MIGHT MEAN,"DEMOCRATIC, EROTIC, NOBLE, SAD",#5492ff
257,THINGS WITH SPINES,"BOOK, CACTUS, HEDGEHOG, SKELETON",#df7bea
258,MANUFACTURING LOCATIONS,"FACTORY, MILL, PLANT, SHOP",#fbd400
258,WIN + LETTER,"WIND, WINE, WING, WINK",#69e352
258,PARTS OF FRUIT YOU MIGHT NOT EAT,"CORE, RIND, SEED, STEM",#5492ff
258,WEIGHTS IN BOXING,"FEATHER, HEAVY, LIGHT, MIDDLE",#df7bea
259,WALK HEAVILY,"LUMBER, PLOD, STOMP, TRUDGE",#fbd400
259,FLEXIBLE,"ELASTIC, LIMBER, PLASTIC, SUPPLE",#69e352
259,FENCING EQUIPMENT,"FOIL, GLOVE, JACKET, MASK",#5492ff
259,WORDS BEGINNING WITH INSTRUMENTS,"BASSINET, CELLOPHANE, HARPOON, ORGANISM",#df7bea
260,BASIC TASTES,"BITTER, SALTY, SOUR, SWEET",#fbd400
260,"STAND UP TO, AS A CHALLENGE","BRAVE, CONFRONT, FACE, MEET",#69e352
260,ILK,"KIND, SORT, TYPE, VARIETY",#5492ff
260,"ART MOVEMENTS, WITH -ISM","EXPRESSION, MANNER, ROMANTIC, SURREAL",#df7bea
261,'80S FASHION TRENDS,"HEADBAND, MULLET, NEON, SPANDEX",#fbd400
261,GYMNASTICS POSITIONS,"PIKE, SPLIT, STRADDLE, TUCK",#69e352
261,KINDS OF CRACKERS,"ANIMAL, GOLDFISH, OYSTER, RITZ",#5492ff
261,___ LADDER,"CORPORATE, ROPE, SALMON, WORD",#df7bea
262,"CHEESES, FAMILIARLY","AMERICAN, BLUE, JACK, SWISS",#fbd400
262,TRACK AND FIELD EQUIPMENT,"HAMMER, HURDLE, JAVELIN, POLE",#69e352
262,KINDS OF HEELS,"CUBAN, KITTEN, STILETTO, WEDGE",#5492ff
262,DOUBLE ___,"DATE, DUTCH, JEOPARDY, SPACE",#df7bea
263,PROPEL INTO THE AIR,"HOP, JUMP, LEAP, SPRING",#fbd400
263,PLACE TO STORE VALUABLES,"CHEST, COFFER, SAFE, VAULT",#69e352
263,PERIOD,"AGE, DAY, ERA, TIME",#5492ff
263,ANIMALS BACKWARD,"DRIB, FLOW, REED, TANG",#df7bea
264,GARLIC BREAD INGREDIENTS,"BREAD, BUTTER, GARLIC, PARSLEY",#fbd400
264,WAGER,"BET, GAMBLE, RISK, STAKE",#69e352
264,DISNEYLAND LANDS,"ADVENTURE, FANTASY, FRONTIER, TOMORROW",#5492ff
264,___ BAT,"BASEBALL, CRICKET, FRUIT, VAMPIRE",#df7bea
265,INTELLIGENCE OPERATIVE,"AGENT, ASSET, MOLE, SLEEPER",#fbd400
265,UNITS IN POETRY,"FOOT, LINE, METER, VERSE",#69e352
265,EXPRESS INDIRECTLY,"COUCH, IMPLY, INTIMATE, SUGGEST",#5492ff
265,WHAT “K” MIGHT MEAN,"KELVIN, OKAY, POTASSIUM, THOUSAND",#df7bea
266,LARGE AMOUNT,"MASS, SEA, SLEW, TON",#fbd400
266,FALL IN UNDER PRESSURE,"BUCKLE, CAVE, COLLAPSE, GIVE",#69e352
266,WAYS TO GET ATTENTION,"SHOUT, SNAP, WAVE, WHISTLE",#5492ff
266,BELLY ___,"BUTTON, DANCE, FLOP, LAUGH",#df7bea
267,ROOMS IN THE GAME CLUE,"HALL, LIBRARY, LOUNGE, STUDY",#fbd400
267,COLLEAGUE,"ASSOCIATE, FELLOW, PARTNER, PEER",#69e352
267,SEEN DURING EASTER,"BUNNY, EGG, JELLY BEAN, PEEP",#5492ff
267,WHAT A MOLE CAN BE,"ANIMAL, BIRTHMARK, SPY, UNIT",#df7bea
268,POP MEGASTARS,"GRANDE, MARS, STYLES, SWIFT",#fbd400
268,METHOD,"CHANNEL, MEANS, MEDIUM, VEHICLE",#69e352
268,"UNLIKELY, AS CHANCES","OUTSIDE, REMOTE, SLIM, SMALL",#5492ff
268,LIVING ___,"LARGE, LEGEND, PROOF, ROOM",#df7bea
269,PARTS OF AN AIRPORT,"HANGAR, RUNWAY, TARMAC, TERMINAL",#fbd400
269,LEGAL TERMS,"ACTION, CLAIM, COMPLAINT, LAWSUIT",#69e352
269,THINGS A JUGGLER JUGGLES,"BEANBAG, CLUB, RING, TORCH",#5492ff
269,WORDS ENDING IN CLOTHING,"FOXGLOVE, GUMSHOE, TURNCOAT, WINDSOCK",#df7bea
270,SHARED,"COLLECTIVE, COMMON, JOINT, MUTUAL",#fbd400
270,RID OF CONTENTS,"CLEAR, DRAIN, EMPTY, FLUSH",#69e352
270,ASSOCIATED WITH “STUB”,"CIGARETTE, PENCIL, TICKET, TOE",#5492ff
270,___ DREAM,"AMERICAN, FEVER, LUCID, PIPE",#df7bea
271,THINGS TO SEW,"DART, HEM, PLEAT, SEAM",#fbd400
271,WAYS TO PRESERVE FOOD,"CAN, CURE, DRY, FREEZE",#69e352
271,SHARP QUALITY,"BITE, EDGE, PUNCH, SPICE",#5492ff
271,BIRDS MINUS LAST LETTER,"CONDO, HAW, HERO, LOO",#df7bea
272,EAT VORACIOUSLY,"DOWN, INHALE, SCARF, WOLF",#fbd400
272,AREAS OF ACADEMIC FOCUS,"CONCENTRATION, DEGREE, MAJOR, MINOR",#69e352
272,UNIVERSAL,"BLANKET, BROAD, GENERAL, SWEEPING",#5492ff
272,SPACE ___,"BAR, CADET, HEATER, STATION",#df7bea
273,THINGS A DOG CAN FETCH,"BALL, BONE, FRISBEE, STICK",#fbd400
273,CONCEAL,"BLOCK, COVER, HIDE, OBSCURE",#69e352
273,MAC KEYBOARD KEYS,"COMMAND, CONTROL, OPTION, SHIFT",#5492ff
273,EXPERIENCE A MEMORY LAPSE,"BLANK, FLAKE, FORGET, SPACE",#df7bea
274,TREAT WITH EXCESSIVE CARE,"BABY, MOTHER, PAMPER, SPOIL",#fbd400
274,BACKSIDE,"BOOTY, BUM, CAN, REAR",#69e352
274,THINGS IN A SPA LOCKER ROOM,"ROBE, SLIPPERS, TOWEL, WASHCLOTH",#5492ff
274,CAT’S ___,"CRADLE, EYE, MEOW, PAJAMAS",#df7bea
